event_id,date_key,conflict_phase_key,incident_type_key,vessel_type_key,flag_state_key,estimated_delay_hours,cargo_volume_impacted_kt,lat,lon,reroute_required
EVT-00713,20250927,4,14,2,9,237.6,2733.0,12.2506,43.5136,True
EVT-00714,20250929,4,8,2,10,2.2,229.0,-34.9299,18.3213,False
EVT-00715,20250929,4,5,3,10,19.6,2.0,3.0856,100.7834,False
EVT-00716,20250929,4,5,8,5,59.6,700.0,26.2742,55.4557,True
EVT-00717,20250929,4,11,8,8,15.8,101.0,12.402,63.2402,True
EVT-00718,20250929,4,14,8,2,50.9,155.0,13.4916,42.9623,False
EVT-00719,20250930,4,2,4,9,85.8,510.0,28.4043,70.6217,True
EVT-00720,20250930,4,9,8,10,2.9,213.0,13.0012,43.8422,False
EVT-00721,20250930,4,5,4,4,2.0,83.0,12.4424,44.0393,False
EVT-00722,20251001,5,5,5,4,318.0,608.0,29.9169,32.4685,True
EVT-00723,20251001,5,3,3,6,6.6,89.0,31.2964,32.6721,False
EVT-00724,20251002,5,15,2,5,1.7,157.0,13.1089,43.6384,True
EVT-00725,20251003,5,7,6,1,1.1,30.0,30.0911,32.5455,False
EVT-00726,20251003,5,6,5,10,24.4,251.0,15.0862,107.5591,False
EVT-00727,20251004,5,4,6,6,31.4,268.0,31.2314,32.8187,False
EVT-00728,20251004,5,3,8,9,53.0,345.0,26.401,56.665,False
EVT-00729,20251004,5,5,5,1,10.3,75.0,12.4633,43.5157,False
EVT-00730,20251004,5,4,3,4,0.6,524.0,12.886,104.5246,True
EVT-00731,20251004,5,14,8,5,5.4,53.0,30.1737,32.8419,True
EVT-00732,20251004,5,11,8,1,0.7,105.0,30.6648,85.3395,False
EVT-00733,20251006,5,9,7,4,0.5,15.0,13.7028,42.6769,False
EVT-00734,20251006,5,1,7,10,211.8,1063.0,17.5918,65.1422,True
EVT-00735,20251007,5,15,5,1,29.3,901.0,30.1098,32.8971,True
EVT-00736,20251007,5,9,6,10,9.7,67.0,21.1876,67.6348,False
EVT-00737,20251007,5,14,3,2,4.7,42.0,17.2728,90.1194,True
EVT-00738,20251009,5,14,5,5,3.8,7.0,-34.4638,18.7531,False
EVT-00739,20251009,5,4,1,6,2.1,86.0,13.3084,42.8215,True
EVT-00740,20251010,5,13,5,3,22.6,307.0,30.7553,91.0123,True
EVT-00741,20251010,5,8,4,2,13.6,98.0,12.4994,42.3539,False
EVT-00742,20251010,5,10,1,8,23.3,91.0,-34.9882,18.8169,False
EVT-00743,20251010,5,1,7,4,21.1,150.0,25.7316,56.0393,False
EVT-00744,20251011,5,15,1,6,85.9,149.0,27.2896,56.0998,True
EVT-00745,20251011,5,8,3,9,440.9,394.0,12.798,43.5262,True
EVT-00746,20251011,5,7,6,1,4.2,16.0,26.7194,56.464,False
EVT-00747,20251012,5,1,7,9,14.8,41.0,26.3639,55.4788,False
EVT-00748,20251012,5,1,2,1,9.5,318.0,27.3707,57.1991,False
EVT-00749,20251012,5,6,4,4,0.2,29.0,13.6714,43.6717,False
EVT-00750,20251012,5,13,3,3,69.2,1072.0,26.2004,56.4579,False
EVT-00751,20251012,5,1,8,3,1.2,129.0,-33.5507,18.7672,False
EVT-00752,20251014,5,13,5,9,22.0,302.0,32.1825,81.9877,True
EVT-00753,20251014,5,1,5,7,6.9,8.0,28.3955,54.8665,True
EVT-00754,20251014,5,12,3,6,3.1,177.0,26.4359,57.1098,False
EVT-00755,20251015,5,3,4,6,90.9,298.0,27.0251,56.5331,True
EVT-00756,20251015,5,1,4,6,32.5,66.0,33.3002,51.793,False
EVT-00757,20251016,5,5,7,4,6.1,19.0,27.3454,56.5378,False
EVT-00758,20251016,5,14,8,9,16.2,121.0,27.0547,57.1464,False
EVT-00759,20251016,5,8,7,7,73.3,179.0,13.5913,43.3083,False
EVT-00760,20251016,5,2,7,6,7.1,16.0,27.0597,55.8363,False
EVT-00761,20251017,5,3,2,8,13.2,75.0,3.3722,102.2771,True
EVT-00762,20251017,5,4,1,9,4.8,2.0,12.0029,44.2704,False
EVT-00763,20251018,5,3,2,3,12.5,40.0,26.7215,55.3903,False
EVT-00764,20251018,5,5,1,8,224.8,253.0,14.6629,69.865,True
EVT-00765,20251019,5,14,8,9,12.0,44.0,12.4205,42.7774,True
EVT-00766,20251019,5,2,7,8,53.7,319.0,32.6474,53.0578,True
EVT-00767,20251019,5,7,5,7,116.6,100.0,12.7287,44.1851,True
EVT-00768,20251020,5,2,6,6,5.1,137.0,-34.4285,18.4239,False
EVT-00769,20251021,5,15,3,5,40.4,278.0,34.9679,116.4711,False
EVT-00770,20251021,5,8,3,2,1.0,226.0,2.5271,102.2606,False
EVT-00771,20251021,5,15,5,7,6.0,86.0,20.4979,46.3522,False
EVT-00772,20251022,5,3,4,10,71.2,337.0,12.5817,89.0524,False
EVT-00773,20251022,5,8,6,7,24.2,17.0,30.7904,33.0297,False
EVT-00774,20251023,5,11,3,3,30.7,59.0,-34.5746,19.3625,False
EVT-00775,20251023,5,6,8,8,23.4,88.0,8.4053,80.7019,True
EVT-00776,20251023,5,7,7,3,209.8,72.0,30.8105,32.5047,True
EVT-00777,20251023,5,1,8,2,8.8,125.0,14.4371,70.5174,False
EVT-00778,20251024,5,7,6,2,2.6,36.0,26.4616,56.6494,False
EVT-00779,20251024,5,5,4,9,76.6,437.0,26.2818,55.506,True
EVT-00780,20251024,5,5,3,1,10.0,12.0,26.3178,56.2142,False
EVT-00781,20251024,5,13,8,9,64.6,19.0,27.2748,55.5594,True
EVT-00782,20251026,5,6,3,9,28.5,52.0,27.7443,98.1425,False
EVT-00783,20251026,5,14,3,10,153.6,279.0,6.9548,79.4788,True
EVT-00784,20251027,5,12,5,2,49.0,198.0,30.0871,33.0373,False
EVT-00785,20251027,5,4,8,6,40.2,106.0,13.563,43.9801,True
EVT-00786,20251027,5,12,8,4,4.8,1.0,13.7915,43.0108,False
EVT-00787,20251028,5,1,5,7,7.5,259.0,26.5399,56.6526,True
EVT-00788,20251028,5,10,3,2,7.5,267.0,26.515,57.0982,False
EVT-00789,20251028,5,15,8,8,44.6,382.0,23.1537,40.9563,True
EVT-00790,20251028,5,8,7,9,18.3,7.0,13.0575,43.7475,False
EVT-00791,20251028,5,5,1,7,19.9,1107.0,13.2869,43.0402,True
EVT-00792,20251029,5,2,5,4,4.0,18.0,26.6891,56.1438,False
EVT-00793,20251031,5,7,2,2,5.0,57.0,30.5205,31.9065,True
EVT-00794,20251031,5,8,4,8,124.6,92.0,33.641,78.7385,True
EVT-00795,20251031,5,5,2,1,2.1,30.0,29.9566,32.5028,True
EVT-00796,20251031,5,1,6,9,7.6,26.0,19.8004,79.2338,False
EVT-00797,20251102,5,10,6,4,5.2,118.0,2.7319,101.2231,True
EVT-00798,20251102,5,3,8,9,11.4,8.0,-35.0367,18.1378,True
EVT-00799,20251104,5,14,1,1,7.3,77.0,26.3359,56.8667,True
EVT-00800,20251104,5,5,5,7,7.5,14.0,25.9588,55.3101,False
EVT-00801,20251104,5,3,1,3,0.1,424.0,31.7936,45.19,False
EVT-00802,20251104,5,8,3,5,61.3,139.0,13.6281,43.0696,True
EVT-00803,20251105,5,4,5,10,21.7,240.0,26.3881,57.2678,False
EVT-00804,20251105,5,14,2,2,3.5,16.0,13.2604,43.9469,False
EVT-00805,20251105,5,10,7,9,6.8,13.0,26.9467,55.9797,False
EVT-00806,20251105,5,15,8,6,8.5,33.0,12.6805,43.6875,False
EVT-00807,20251105,5,8,1,9,88.5,377.0,25.6189,56.923,False
EVT-00808,20251105,5,1,1,7,8.5,6.0,-34.4141,18.487,True
EVT-00809,20251106,5,15,6,10,4.8,91.0,29.6273,31.7939,False
EVT-00810,20251106,5,6,8,8,16.4,110.0,13.081,43.7643,False
EVT-00811,20251106,5,4,5,10,150.9,509.0,12.1778,43.772,True
EVT-00812,20251107,5,15,7,1,27.4,1042.0,26.2756,56.0846,True
EVT-00813,20251107,5,9,5,6,82.0,257.0,-34.6443,18.0464,True
EVT-00814,20251109,5,12,6,3,22.3,26.0,13.1493,43.2703,True
EVT-00815,20251109,5,14,2,3,46.0,32.0,26.9447,56.522,False
EVT-00816,20251109,5,11,5,10,1.7,50.0,1.9655,100.848,False
EVT-00817,20251110,5,11,6,3,2.7,22.0,8.7812,89.3205,False
EVT-00818,20251110,5,5,8,1,11.2,398.0,2.2915,100.8306,True
EVT-00819,20251110,5,14,1,2,1.6,54.0,28.9903,112.567,False
EVT-00820,20251111,5,9,7,8,0.3,38.0,17.2509,103.3239,False
EVT-00821,20251112,5,8,1,6,46.0,189.0,25.9335,56.0198,False
EVT-00822,20251113,5,1,3,7,25.7,159.0,13.799,42.6114,False
EVT-00823,20251113,5,7,3,9,93.1,212.0,26.3817,56.6453,True
EVT-00824,20251115,5,10,6,9,16.3,25.0,18.4992,95.2895,False
EVT-00825,20251116,5,1,1,5,46.6,45.0,26.2363,55.8161,False
EVT-00826,20251117,5,4,3,4,0.7,40.0,13.6067,43.165,False
EVT-00827,20251117,5,4,3,1,19.0,221.0,6.7443,88.9813,True
EVT-00828,20251117,5,9,7,7,22.3,235.0,26.5235,56.2615,False
EVT-00829,20251118,5,9,2,3,5.1,6.0,13.6164,42.3965,False
EVT-00830,20251118,5,5,8,2,18.8,177.0,11.8743,43.5614,True
EVT-00831,20251118,5,3,2,8,94.4,299.0,25.6689,55.6719,True
EVT-00832,20251118,5,11,6,1,25.6,562.0,-33.8252,18.3435,False
EVT-00833,20251119,5,4,8,8,7.4,15.0,25.6832,57.0117,True
EVT-00834,20251119,5,7,7,4,5.5,98.0,2.8448,101.0317,False
EVT-00835,20251119,5,8,8,10,20.2,144.0,26.1918,56.6601,True
EVT-00836,20251119,5,8,5,3,36.7,16.0,16.4935,58.2895,True
EVT-00837,20251119,5,1,7,10,234.4,728.0,-34.5,17.8799,True
EVT-00838,20251120,5,4,4,6,2.4,62.0,26.6149,56.5014,False
EVT-00839,20251121,5,6,2,8,5.5,167.0,12.0979,43.1981,True
EVT-00840,20251121,5,9,1,3,13.4,94.0,-34.9894,19.1973,False
EVT-00841,20251122,5,3,3,8,3.9,29.0,16.6768,43.5606,True
EVT-00842,20251122,5,1,4,1,86.0,0.0,12.5125,42.8887,True
EVT-00843,20251123,5,13,2,2,287.0,1748.0,-34.2205,17.7233,True
EVT-00844,20251123,5,10,5,6,187.3,224.0,-34.2856,18.1965,True
EVT-00845,20251124,5,10,2,5,1.7,23.0,12.2028,117.4357,False
EVT-00846,20251124,5,10,3,2,5.3,169.0,6.9361,87.7008,False
EVT-00847,20251124,5,2,7,2,2.7,15.0,11.8496,44.1615,True
EVT-00848,20251125,5,7,5,4,23.8,287.0,20.8977,89.745,True
EVT-00849,20251126,5,10,6,7,14.5,13.0,12.8784,43.6373,False
EVT-00850,20251126,5,15,5,10,6.6,95.0,26.7153,56.6993,False
EVT-00851,20251126,5,4,3,9,4.5,18.0,13.3826,43.9519,False
EVT-00852,20251127,5,14,8,6,38.4,162.0,13.3729,43.7051,False
EVT-00853,20251127,5,11,8,1,48.4,1522.0,26.9754,57.0465,True
EVT-00854,20251127,5,6,4,3,23.5,102.0,22.9316,109.1938,True
EVT-00855,20251128,5,13,4,10,0.5,13.0,16.2901,115.725,True
EVT-00856,20251128,5,9,6,6,60.2,574.0,12.8134,43.655,True
EVT-00857,20251129,5,9,6,7,42.0,23.0,30.4823,31.6494,False
EVT-00858,20251129,5,9,1,5,177.4,415.0,29.7444,32.5948,True
EVT-00859,20251129,5,12,2,2,7.9,138.0,6.4246,41.5495,False
EVT-00860,20251129,5,1,3,3,47.9,358.0,25.9556,55.6582,True
EVT-00861,20251129,5,6,7,3,42.6,279.0,15.1129,40.3832,True
EVT-00862,20251129,5,15,7,10,71.3,466.0,-33.9388,19.3684,False
EVT-00863,20251130,5,11,5,4,13.0,239.0,27.351,100.9366,False
EVT-00864,20251201,5,12,8,7,25.4,396.0,29.6149,32.1064,True
EVT-00865,20251201,5,7,2,4,5.6,107.0,-34.053,18.3571,False
EVT-00866,20251204,5,7,1,5,72.1,309.0,1.8002,102.2707,True
EVT-00867,20251205,5,12,5,5,20.4,252.0,20.8915,95.8617,False
EVT-00868,20251206,5,7,6,7,15.4,52.0,27.244,57.148,False
EVT-00869,20251206,5,8,1,6,8.0,375.0,7.5991,57.1795,False
EVT-00870,20251206,5,12,7,6,16.0,46.0,10.5238,98.979,False
EVT-00871,20251206,5,6,7,2,28.9,61.0,11.9991,43.1521,True
EVT-00872,20251207,5,3,4,7,370.8,1219.0,11.8417,43.5446,True
EVT-00873,20251207,5,5,4,10,1.9,28.0,25.9069,56.8424,False
EVT-00874,20251208,5,7,6,2,1.5,48.0,5.4817,44.7494,False
EVT-00875,20251209,5,12,4,3,4.5,106.0,13.1828,42.6136,False
EVT-00876,20251209,5,7,8,10,5.9,41.0,27.222,55.7795,True
EVT-00877,20251209,5,11,6,9,144.7,662.0,26.1084,56.0456,True
EVT-00878,20251209,5,3,7,2,67.5,95.0,23.8235,55.6767,True
EVT-00879,20251211,5,11,6,2,4.5,148.0,13.5831,43.0271,True
EVT-00880,20251212,5,13,5,9,9.5,199.0,12.4109,108.0109,False
EVT-00881,20251212,5,14,7,3,4.1,568.0,12.5066,42.9187,True
EVT-00882,20251212,5,1,1,8,5.2,52.0,13.6278,44.0284,True
EVT-00883,20251212,5,13,2,8,21.2,48.0,26.5077,57.1478,True
EVT-00884,20251213,5,3,3,1,109.3,422.0,12.4706,43.7124,True
EVT-00885,20251213,5,6,6,6,8.3,222.0,2.7641,100.9469,False
EVT-00886,20251213,5,12,2,9,133.7,623.0,-34.1628,17.8638,True
EVT-00887,20251214,5,14,5,2,14.5,41.0,26.2813,55.4541,False
EVT-00888,20251214,5,1,6,7,28.6,115.0,12.5508,43.9992,False
EVT-00889,20251218,5,14,5,10,2.9,545.0,13.0601,43.8145,True
EVT-00890,20251218,5,3,4,5,12.6,110.0,26.3323,56.3536,True
EVT-00891,20251218,5,10,6,8,9.8,32.0,34.3806,59.4472,False
EVT-00892,20251220,5,9,8,6,100.5,604.0,25.677,56.9987,True
EVT-00893,20251221,5,2,3,8,3.2,480.0,12.2236,57.8981,False
EVT-00894,20251221,5,7,8,2,19.5,142.0,31.1777,33.1851,True
EVT-00895,20251222,5,1,1,7,10.1,37.0,25.6484,55.7372,True
EVT-00896,20251223,5,13,7,5,78.7,251.0,26.0257,56.6678,False
EVT-00897,20251223,5,1,8,4,14.4,303.0,25.5272,55.824,True
EVT-00898,20251223,5,12,5,7,36.3,448.0,26.3495,55.9382,False
EVT-00899,20251224,5,2,5,6,1.3,5.0,27.3888,57.1205,False
EVT-00900,20251224,5,13,8,9,91.6,627.0,12.7134,42.8337,True
EVT-00901,20251225,5,3,6,6,30.1,251.0,13.4521,43.1799,False
EVT-00902,20251225,5,4,8,6,49.3,65.0,13.8125,99.8519,True
EVT-00903,20251226,5,2,3,9,5.0,154.0,31.9114,117.9764,True
EVT-00904,20251226,5,6,7,3,11.2,197.0,12.1827,43.3023,False
EVT-00905,20251226,5,6,4,7,101.4,8.0,-33.7077,18.9773,False
EVT-00906,20251227,5,2,6,8,57.9,450.0,30.6086,32.3227,True
EVT-00907,20251227,5,13,2,4,16.8,106.0,27.2668,55.3952,True
EVT-00908,20251227,5,2,2,1,35.5,47.0,30.5133,31.8249,False
EVT-00909,20251228,5,5,2,1,185.2,112.0,30.1899,31.8057,True
EVT-00910,20251229,5,6,6,6,0.5,6.0,10.7529,83.2072,True
EVT-00911,20251230,5,6,6,9,285.1,153.0,26.0181,55.3257,True
EVT-00912,20251230,5,4,7,7,0.9,88.0,30.047,31.766,False
EVT-00913,20251230,5,4,3,9,10.4,5.0,2.477,101.2445,False
EVT-00914,20251231,5,3,1,9,827.0,2803.0,12.5815,96.1484,True
EVT-00915,20251231,5,9,4,1,85.1,164.0,11.84,44.1917,False
EVT-00916,20251231,5,7,4,9,25.9,258.0,12.3415,43.6609,True
EVT-00917,20260101,6,10,8,9,3.0,419.0,23.2691,55.5176,False
EVT-00918,20260102,6,13,4,10,17.4,484.0,11.8487,42.9918,True
EVT-00919,20260102,6,11,1,6,16.6,20.0,13.2364,42.5566,False
EVT-00920,20260103,6,11,3,3,1.4,95.0,25.5032,57.1565,True
EVT-00921,20260104,6,13,7,5,16.1,52.0,30.8497,31.8903,False
EVT-00922,20260104,6,4,5,3,91.3,999.0,2.7439,101.233,True
EVT-00923,20260105,6,10,5,1,23.5,596.0,9.5799,104.9333,True
EVT-00924,20260105,6,7,3,8,75.4,684.0,30.1879,32.4109,True
EVT-00925,20260106,6,1,6,7,0.4,1.0,12.9015,43.2584,False
EVT-00926,20260107,6,3,4,3,5.2,31.0,30.9606,32.9734,True
EVT-00927,20260108,6,6,4,6,80.2,573.0,12.3114,42.9887,True
EVT-00928,20260109,6,8,7,1,7.1,24.0,-35.1096,18.963,False
EVT-00929,20260109,6,3,3,3,5.8,0.0,27.8096,47.9539,False
EVT-00930,20260109,6,11,2,10,42.3,632.0,30.5067,31.4894,False
EVT-00931,20260110,6,3,5,2,0.1,19.0,26.8942,55.8027,False
EVT-00932,20260110,6,13,6,9,3.3,279.0,11.9641,42.3572,False
EVT-00933,20260111,6,3,5,8,3.5,101.0,23.2091,75.9195,False
EVT-00934,20260113,6,11,1,8,5.3,20.0,25.8563,56.5851,False
EVT-00935,20260113,6,6,1,4,12.8,14.0,2.1162,101.9224,False
EVT-00936,20260113,6,6,4,2,2.1,24.0,31.4315,32.8308,False
EVT-00937,20260113,6,13,5,9,1.6,62.0,29.8996,61.3209,False
EVT-00938,20260114,6,8,2,5,3.7,255.0,26.0209,55.9126,True
EVT-00939,20260114,6,5,5,7,357.6,13.0,11.9695,43.5009,True
EVT-00940,20260114,6,2,5,6,22.0,7.0,-34.5082,19.4983,False
EVT-00941,20260115,6,10,6,8,160.6,926.0,29.6408,33.0197,True
EVT-00942,20260115,6,5,2,5,14.1,26.0,26.4629,56.189,False
EVT-00943,20260116,6,9,8,6,3.3,122.0,26.6188,56.3178,True
EVT-00944,20260117,6,7,4,2,18.3,1088.0,13.2587,44.0364,True
EVT-00945,20260117,6,4,8,4,14.6,1290.0,31.4593,32.7947,True
EVT-00946,20260117,6,13,6,9,17.3,4.0,30.1992,31.4207,False
EVT-00947,20260117,6,13,7,4,5.7,36.0,31.4102,32.7698,False
EVT-00948,20260118,6,2,6,1,53.8,2657.0,2.4786,101.9096,True
EVT-00949,20260118,6,8,1,7,81.1,91.0,13.7852,43.4603,False
EVT-00950,20260119,6,9,2,3,5.9,26.0,27.0158,56.6593,False
EVT-00951,20260120,6,15,8,5,33.6,38.0,30.9014,31.384,False
EVT-00952,20260121,6,3,7,5,10.5,711.0,27.2203,57.0287,True
EVT-00953,20260122,6,2,1,5,16.0,119.0,-33.6375,19.0369,False
EVT-00954,20260123,6,4,3,4,80.4,666.0,25.6909,55.7386,True
EVT-00955,20260124,6,2,8,6,2.1,10.0,14.6618,80.5872,True
EVT-00956,20260124,6,10,8,10,0.3,68.0,29.3397,84.4446,False
EVT-00957,20260124,6,11,7,10,0.4,8.0,30.7591,32.4318,False
EVT-00958,20260128,6,10,8,2,6.0,236.0,-34.3413,17.8042,True
EVT-00959,20260129,6,10,7,1,10.7,778.0,13.5712,42.8249,False
EVT-00960,20260129,6,13,3,2,5.8,49.0,13.6461,44.0672,False
EVT-00961,20260131,6,8,3,10,13.1,24.0,-33.872,19.4429,False
EVT-00962,20260131,6,5,5,6,43.0,460.0,30.9235,33.126,False
EVT-00963,20260201,6,8,4,5,34.7,46.0,30.3052,32.6651,True
EVT-00964,20260202,6,7,6,1,12.3,412.0,1.7516,101.2358,True
EVT-00965,20260202,6,14,7,7,19.5,109.0,9.192,59.0057,True
EVT-00966,20260202,6,9,5,8,16.6,172.0,26.0704,57.1095,False
EVT-00967,20260203,6,8,3,8,0.7,18.0,26.2397,57.1656,False
EVT-00968,20260203,6,14,2,1,135.3,511.0,11.9312,42.6152,True
EVT-00969,20260203,6,9,8,8,40.1,267.0,13.1195,43.9343,True
EVT-00970,20260204,6,1,1,5,8.0,142.0,26.6853,55.9944,False
EVT-00971,20260204,6,3,8,7,94.6,58.0,13.3709,43.5623,True
EVT-00972,20260205,6,3,7,5,2.6,5.0,30.5927,32.8898,True
EVT-00973,20260205,6,5,6,10,13.7,262.0,25.9739,55.5778,True
EVT-00974,20260205,6,15,4,6,6.2,79.0,25.3814,44.9712,False
EVT-00975,20260206,6,9,4,7,0.1,103.0,-34.3157,18.9319,False
EVT-00976,20260208,6,4,5,9,1.2,2.0,26.5506,55.8923,False
EVT-00977,20260209,6,5,8,10,24.1,81.0,30.354,31.6901,False
EVT-00978,20260210,6,6,5,3,28.8,1913.0,13.3085,43.5041,True
EVT-00979,20260210,6,6,1,9,111.9,1129.0,8.9946,118.983,True
EVT-00980,20260211,6,2,4,7,23.7,190.0,27.1598,56.9078,True
EVT-00981,20260211,6,15,1,6,11.2,102.0,30.5976,31.6269,True
EVT-00982,20260212,6,11,1,8,5.7,69.0,30.4802,31.8595,False
EVT-00983,20260212,6,14,8,1,15.0,241.0,25.7207,56.6799,False
EVT-00984,20260213,6,2,5,3,90.0,272.0,32.4425,52.3299,False
EVT-00985,20260213,6,9,2,3,10.0,181.0,29.621,32.7633,False
EVT-00986,20260213,6,4,1,6,0.0,14.0,13.182,42.5854,False
EVT-00987,20260214,6,11,6,9,1.2,229.0,12.5759,43.9984,True
EVT-00988,20260214,6,14,8,6,1.4,82.0,30.0207,55.5185,False
EVT-00989,20260216,6,11,7,2,20.7,122.0,12.7364,44.1235,True
EVT-00990,20260217,6,1,3,8,7.7,61.0,32.9785,80.5839,True
EVT-00991,20260217,6,1,6,1,82.7,430.0,29.835,32.4264,False
EVT-00992,20260219,6,10,3,1,47.6,583.0,12.533,44.0939,True
EVT-00993,20260219,6,15,4,10,25.3,373.0,-35.4187,19.1788,True
EVT-00994,20260219,6,14,5,7,3.7,2.0,12.0179,43.2307,False
EVT-00995,20260220,6,9,2,1,19.9,33.0,27.5451,46.3345,False
EVT-00996,20260221,6,7,2,3,8.9,44.0,29.9205,33.1545,False
EVT-00997,20260221,6,14,1,7,0.3,34.0,14.7571,112.5757,False
EVT-00998,20260221,6,6,7,2,31.6,188.0,15.4436,107.9776,True
EVT-00999,20260221,6,10,4,10,7.1,1.0,25.8257,56.9211,False
EVT-01000,20260223,6,9,6,9,7.1,26.0,13.5013,43.3589,False
EVT-01001,20260223,6,10,5,4,106.0,249.0,12.193,43.9572,True
EVT-01002,20260223,6,10,1,5,7.8,31.0,26.6138,57.1856,False
EVT-01003,20260223,6,8,4,8,12.5,482.0,26.4056,56.1209,True
EVT-01004,20260224,6,1,5,6,2.8,61.0,29.9887,59.7086,False
EVT-01005,20260226,6,5,1,5,8.3,19.0,29.4124,89.4084,False
EVT-01006,20260227,6,14,3,9,43.9,246.0,14.8792,93.0508,False
EVT-01007,20260227,6,7,3,4,34.4,658.0,31.3159,33.012,True
EVT-01008,20260227,6,3,5,8,3.5,10.0,34.2736,53.5811,True
EVT-01009,20260301,6,12,1,3,5.1,4.0,31.4137,32.7627,False
EVT-01010,20260302,6,2,6,5,0.3,136.0,1.9025,101.913,False
EVT-01011,20260303,6,11,1,6,62.0,1354.0,12.2968,42.7913,True
EVT-01012,20260303,6,5,8,1,0.2,313.0,12.2706,42.7269,True
EVT-01013,20260303,6,12,1,10,115.6,661.0,12.8017,44.1366,True
EVT-01014,20260305,6,13,1,2,5.4,246.0,26.0375,56.7997,False
EVT-01015,20260305,6,4,5,6,36.2,108.0,31.2497,31.512,False
EVT-01016,20260305,6,1,2,3,1.7,146.0,27.0424,56.5845,False
EVT-01017,20260305,6,13,3,7,25.2,474.0,2.9166,102.2821,False
EVT-01018,20260305,6,6,1,6,15.9,151.0,26.9161,56.2914,False
EVT-01019,20260307,6,8,8,6,4.8,81.0,13.5244,42.6244,True
EVT-01020,20260307,6,14,5,6,639.5,552.0,27.2281,55.8399,True
EVT-01021,20260309,6,5,7,8,29.3,700.0,25.8333,56.8452,True
EVT-01022,20260309,6,1,1,2,9.9,27.0,12.6054,44.1763,False
EVT-01023,20260311,6,4,2,8,14.9,32.0,29.5715,32.265,False
EVT-01024,20260311,6,13,8,8,206.8,570.0,1.5645,102.1148,True
EVT-01025,20260311,6,11,6,2,17.4,765.0,13.0668,43.1144,True
EVT-01026,20260311,6,7,1,4,6.1,91.0,27.1179,56.6845,True
EVT-01027,20260312,6,10,5,4,7.5,3.0,5.9184,65.1259,False
EVT-01028,20260312,6,1,4,8,0.6,180.0,13.482,42.4784,False
EVT-01029,20260313,6,7,4,3,15.0,1584.0,-34.0231,17.5931,True
EVT-01030,20260313,6,9,8,8,28.8,137.0,11.9173,42.3132,False
EVT-01031,20260313,6,13,5,1,12.0,345.0,12.6805,43.6407,True
EVT-01032,20260314,6,10,8,5,34.4,927.0,18.0578,101.7905,True
EVT-01033,20260315,6,2,6,2,190.7,1254.0,13.6003,44.0584,True
EVT-01034,20260316,6,5,6,6,101.9,19.0,13.4731,42.8242,False
EVT-01035,20260316,6,7,1,3,38.0,13.0,28.7871,118.45,True
EVT-01036,20260316,6,5,2,5,1.8,30.0,12.2285,42.8045,False
EVT-01037,20260318,6,2,5,7,29.7,1.0,26.374,56.6338,False
EVT-01038,20260320,6,8,3,3,16.9,146.0,12.4621,42.4002,False
EVT-01039,20260320,6,10,7,5,60.6,233.0,-34.1178,17.5282,True
EVT-01040,20260320,6,10,6,6,7.8,163.0,12.8533,42.5286,True
EVT-01041,20260321,6,10,4,5,20.8,226.0,12.8671,42.9621,False
EVT-01042,20260322,6,3,8,6,1.1,272.0,26.0339,55.3659,False
EVT-01043,20260322,6,14,3,4,30.4,466.0,26.1542,55.5651,True
EVT-01044,20260322,6,12,3,7,91.7,42.0,14.4288,47.499,True
EVT-01045,20260322,6,8,8,9,3.1,39.0,13.3493,43.8125,True
EVT-01046,20260322,6,14,1,6,455.3,80.0,26.0973,56.9969,True
EVT-01047,20260323,6,7,6,10,0.1,61.0,-33.6465,17.8651,True
EVT-01048,20260324,6,11,2,10,118.2,547.0,27.3486,57.0351,True
EVT-01049,20260324,6,8,4,9,6.2,14.0,13.4825,42.4994,False
EVT-01050,20260324,6,5,8,4,51.6,629.0,8.0674,74.8848,True
EVT-01051,20260325,6,3,6,1,50.8,199.0,23.8613,89.1475,False
EVT-01052,20260325,6,10,3,10,236.8,775.0,29.6955,115.9076,True
