route_key,week,vessel_type_key,conflict_phase_key,freight_rate_usd_day,war_risk_premium_pct,hull_insurance_pct_value,bunker_cost_usd_mt,transit_time_days,rerouting_extra_days
10,9,4,2,55057.0,0.185,0.37,857.0,9.3,0.8
1,10,1,2,52538.0,0.436,0.587,895.0,2.0,3.1
1,10,2,2,38178.0,0.526,0.669,865.0,2.3,4.8
1,10,3,2,25059.0,0.458,0.573,905.0,2.0,3.1
1,10,4,2,63063.0,0.532,0.668,917.0,2.0,1.3
2,10,1,2,44545.0,0.424,0.628,839.0,2.2,2.5
2,10,2,2,31275.0,0.479,0.605,842.0,2.3,2.0
2,10,3,2,23113.0,0.526,0.556,850.0,2.2,1.6
2,10,4,2,59027.0,0.525,0.563,896.0,2.3,2.7
3,10,1,2,56113.0,0.175,0.423,885.0,1.0,0.5
3,10,2,2,37029.0,0.186,0.398,897.0,1.1,0.4
3,10,3,2,27919.0,0.206,0.418,822.0,1.0,1.3
3,10,4,2,67207.0,0.176,0.384,904.0,1.1,0.9
4,10,1,2,33308.0,0.185,0.381,817.0,1.0,0.3
4,10,2,2,22255.0,0.186,0.391,865.0,1.1,1.2
4,10,3,2,16904.0,0.208,0.361,916.0,1.0,0.3
4,10,4,2,46931.0,0.18,0.404,899.0,1.2,1.3
5,10,1,2,69153.0,0.214,0.39,859.0,15.5,1.4
5,10,2,2,52451.0,0.175,0.379,892.0,13.7,1.2
5,10,3,2,39683.0,0.17,0.366,863.0,14.6,0.7
5,10,4,2,91201.0,0.209,0.426,817.0,14.0,1.4
6,10,1,2,56861.0,0.186,0.425,819.0,8.5,0.9
6,10,2,2,44737.0,0.208,0.36,917.0,7.8,0.5
6,10,3,2,27363.0,0.179,0.366,817.0,8.6,1.4
6,10,4,2,77478.0,0.201,0.408,859.0,9.0,1.3
7,10,1,2,45308.0,0.187,0.361,873.0,8.7,0.2
7,10,2,2,32442.0,0.212,0.409,879.0,8.8,0.8
7,10,3,2,22277.0,0.187,0.357,886.0,9.5,1.3
7,10,4,2,60684.0,0.209,0.411,875.0,8.6,0.3
8,10,1,2,58998.0,0.183,0.368,851.0,9.2,0.3
8,10,2,2,43537.0,0.171,0.373,879.0,8.1,1.3
8,10,3,2,28954.0,0.18,0.364,887.0,7.8,0.4
8,10,4,2,87823.0,0.182,0.371,895.0,9.0,1.2
9,10,1,2,40419.0,0.179,0.355,829.0,8.1,1.0
9,10,2,2,30142.0,0.169,0.364,872.0,7.8,0.6
9,10,3,2,21222.0,0.172,0.352,863.0,8.7,1.0
9,10,4,2,55436.0,0.199,0.41,863.0,9.4,0.4
10,10,1,2,45143.0,0.186,0.363,885.0,9.4,1.3
10,10,2,2,30926.0,0.193,0.367,911.0,8.1,1.1
10,10,3,2,24010.0,0.173,0.406,872.0,8.5,1.3
10,10,4,2,60965.0,0.205,0.358,917.0,9.3,0.5
1,11,1,2,51305.0,0.451,0.629,897.0,2.4,3.4
1,11,2,2,35770.0,0.498,0.658,897.0,2.3,2.4
1,11,3,2,25689.0,0.473,0.578,872.0,2.0,3.6
1,11,4,2,70984.0,0.516,0.577,876.0,2.1,0.9
2,11,1,2,45053.0,0.429,0.569,875.0,2.2,4.6
2,11,2,2,31318.0,0.512,0.665,819.0,2.2,1.1
2,11,3,2,24522.0,0.495,0.602,841.0,2.1,2.2
2,11,4,2,64838.0,0.531,0.654,878.0,2.3,4.4
3,11,1,2,51903.0,0.175,0.383,840.0,1.0,1.2
3,11,2,2,40913.0,0.191,0.395,897.0,1.1,0.2
3,11,3,2,26379.0,0.181,0.366,900.0,1.2,0.9
3,11,4,2,68078.0,0.19,0.391,862.0,1.1,0.7
4,11,1,2,31767.0,0.178,0.387,908.0,1.1,1.3
4,11,2,2,23983.0,0.196,0.429,906.0,1.0,0.9
4,11,3,2,18005.0,0.2,0.355,912.0,1.0,1.2
4,11,4,2,46499.0,0.215,0.393,878.0,1.0,1.0
5,11,1,2,73917.0,0.18,0.373,860.0,16.4,1.1
5,11,2,2,52099.0,0.203,0.364,902.0,15.5,1.2
5,11,3,2,39616.0,0.211,0.386,920.0,15.6,1.0
5,11,4,2,103351.0,0.189,0.405,862.0,15.5,0.8
6,11,1,2,60160.0,0.175,0.413,819.0,8.8,1.4
6,11,2,2,39012.0,0.174,0.427,822.0,7.9,1.3
6,11,3,2,32010.0,0.2,0.357,839.0,8.1,0.4
6,11,4,2,81658.0,0.19,0.383,877.0,8.9,1.1
7,11,1,2,42113.0,0.201,0.402,883.0,8.2,0.6
7,11,2,2,29442.0,0.215,0.397,896.0,9.2,0.3
7,11,3,2,21699.0,0.199,0.374,818.0,7.9,0.8
7,11,4,2,55765.0,0.214,0.409,915.0,8.6,0.4
8,11,1,2,63790.0,0.184,0.379,915.0,9.0,1.4
8,11,2,2,45507.0,0.171,0.399,851.0,8.5,0.6
8,11,3,2,30816.0,0.182,0.391,903.0,8.0,0.6
8,11,4,2,83067.0,0.192,0.377,874.0,8.2,0.6
9,11,1,2,42948.0,0.183,0.409,881.0,9.5,1.3
9,11,2,2,28295.0,0.208,0.379,854.0,8.1,0.8
9,11,3,2,21123.0,0.201,0.402,838.0,8.6,1.4
9,11,4,2,49656.0,0.169,0.414,898.0,8.5,1.0
10,11,1,2,44955.0,0.175,0.381,821.0,8.9,0.8
10,11,2,2,32540.0,0.186,0.354,876.0,8.1,0.6
10,11,3,2,21227.0,0.198,0.368,851.0,8.4,0.4
10,11,4,2,58833.0,0.199,0.372,894.0,9.5,0.9
1,12,1,2,51014.0,0.457,0.602,880.0,2.0,3.9
1,12,2,2,33108.0,0.448,0.553,820.0,2.1,4.3
1,12,3,2,27064.0,0.52,0.582,880.0,2.1,2.9
1,12,4,2,61500.0,0.517,0.578,900.0,2.3,2.2
2,12,1,2,44196.0,0.434,0.578,855.0,2.3,4.0
2,12,2,2,32402.0,0.482,0.632,889.0,2.1,3.3
2,12,3,2,22841.0,0.442,0.656,844.0,2.4,5.6
2,12,4,2,61493.0,0.49,0.656,848.0,2.3,4.6
3,12,1,2,55560.0,0.203,0.359,834.0,1.1,0.7
3,12,2,2,40672.0,0.196,0.407,891.0,1.1,0.8
3,12,3,2,26823.0,0.209,0.359,825.0,1.1,0.3
3,12,4,2,71249.0,0.189,0.399,875.0,1.0,0.4
4,12,1,2,33198.0,0.169,0.353,906.0,1.1,0.7
4,12,2,2,22686.0,0.17,0.357,918.0,1.1,0.3
4,12,3,2,16157.0,0.191,0.382,915.0,1.2,0.4
4,12,4,2,45902.0,0.182,0.379,896.0,1.0,1.3
5,12,1,2,69248.0,0.177,0.416,847.0,14.4,0.8
5,12,2,2,50198.0,0.206,0.42,898.0,14.5,1.4
5,12,3,2,39118.0,0.191,0.36,913.0,15.6,0.4
5,12,4,2,101048.0,0.193,0.421,884.0,15.7,1.1
6,12,1,2,61099.0,0.207,0.417,915.0,9.3,1.1
6,12,2,2,42429.0,0.199,0.374,834.0,8.7,0.8
6,12,3,2,28107.0,0.21,0.389,875.0,8.9,1.1
6,12,4,2,77421.0,0.195,0.373,913.0,8.6,0.2
7,12,1,2,42481.0,0.174,0.394,904.0,9.2,1.3
7,12,2,2,30431.0,0.171,0.369,841.0,8.0,1.2
7,12,3,2,22624.0,0.196,0.376,855.0,8.8,0.6
7,12,4,2,55229.0,0.197,0.377,877.0,7.9,1.2
8,12,1,2,58069.0,0.212,0.42,918.0,8.3,1.0
8,12,2,2,45973.0,0.189,0.405,882.0,9.5,1.2
8,12,3,2,33730.0,0.174,0.392,888.0,9.2,0.9
8,12,4,2,84141.0,0.19,0.369,898.0,7.9,1.1
9,12,1,2,42409.0,0.172,0.365,835.0,8.9,0.7
9,12,2,2,29012.0,0.203,0.415,876.0,8.7,0.3
9,12,3,2,19525.0,0.214,0.406,910.0,9.4,1.4
9,12,4,2,55535.0,0.19,0.39,902.0,8.9,0.3
10,12,1,2,46364.0,0.176,0.426,866.0,9.3,0.6
10,12,2,2,33015.0,0.211,0.37,851.0,8.0,0.3
10,12,3,2,21245.0,0.19,0.358,868.0,8.3,1.1
10,12,4,2,59640.0,0.181,0.415,817.0,8.6,0.2
1,13,1,2,54400.0,0.482,0.555,850.0,2.3,5.4
1,13,2,2,34575.0,0.424,0.621,827.0,2.3,3.3
1,13,3,2,24561.0,0.484,0.664,874.0,2.3,5.0
1,13,4,2,63574.0,0.465,0.625,917.0,2.4,5.6
2,13,1,2,46951.0,0.53,0.566,873.0,2.1,3.7
2,13,2,2,32928.0,0.456,0.612,833.0,2.0,3.9
2,13,3,2,25519.0,0.473,0.64,850.0,2.0,2.1
2,13,4,2,57969.0,0.481,0.61,880.0,2.1,2.6
3,13,1,2,57156.0,0.178,0.405,834.0,1.0,1.3
3,13,2,2,40015.0,0.195,0.418,854.0,1.1,0.6
3,13,3,2,27827.0,0.209,0.41,844.0,1.1,0.5
3,13,4,2,73064.0,0.202,0.405,851.0,1.1,1.2
4,13,1,2,32201.0,0.194,0.351,896.0,1.1,1.0
4,13,2,2,23929.0,0.213,0.382,867.0,1.1,0.7
4,13,3,2,15888.0,0.194,0.38,865.0,1.1,0.2
4,13,4,2,46959.0,0.171,0.378,866.0,1.1,1.0
5,13,1,2,78131.0,0.185,0.381,829.0,15.0,0.4
5,13,2,2,50179.0,0.213,0.409,850.0,15.7,0.9
5,13,3,2,39012.0,0.172,0.415,857.0,14.1,0.3
5,13,4,2,100629.0,0.202,0.396,835.0,14.1,1.2
6,13,1,2,61694.0,0.19,0.36,878.0,8.4,1.3
6,13,2,2,41661.0,0.202,0.398,897.0,9.3,0.7
6,13,3,2,28348.0,0.174,0.413,871.0,7.9,1.3
6,13,4,2,71650.0,0.203,0.413,846.0,8.3,0.8
7,13,1,2,40498.0,0.197,0.369,842.0,8.4,1.0
7,13,2,2,30924.0,0.174,0.42,893.0,8.0,0.8
7,13,3,2,22286.0,0.178,0.417,897.0,8.3,0.6
7,13,4,2,56269.0,0.195,0.367,896.0,8.9,1.0
8,13,1,2,59521.0,0.205,0.387,901.0,8.8,1.0
8,13,2,2,41541.0,0.215,0.355,911.0,9.0,0.9
8,13,3,2,30732.0,0.183,0.422,853.0,9.3,0.2
8,13,4,2,83844.0,0.188,0.428,902.0,8.3,1.3
9,13,1,2,40216.0,0.19,0.424,834.0,9.3,1.4
9,13,2,2,26710.0,0.213,0.421,870.0,9.1,0.2
9,13,3,2,19678.0,0.183,0.403,919.0,8.9,1.1
9,13,4,2,53019.0,0.197,0.39,838.0,9.0,0.9
10,13,1,2,42207.0,0.189,0.36,877.0,8.3,0.7
10,13,2,2,31686.0,0.197,0.415,885.0,9.2,1.1
10,13,3,2,22285.0,0.192,0.385,865.0,8.9,0.2
10,13,4,2,63588.0,0.181,0.361,876.0,8.4,1.3
1,14,1,2,49807.0,0.494,0.599,825.0,2.3,1.0
1,14,2,2,36568.0,0.495,0.616,851.0,2.0,4.8
1,14,3,2,26389.0,0.428,0.584,822.0,2.0,1.9
1,14,4,2,62011.0,0.515,0.606,887.0,2.0,4.0
2,14,1,2,44261.0,0.51,0.664,886.0,2.4,2.1
2,14,2,2,32231.0,0.508,0.624,853.0,2.2,1.8
2,14,3,2,25216.0,0.52,0.596,906.0,2.2,3.6
2,14,4,2,60827.0,0.504,0.651,870.0,2.1,4.2
3,14,1,2,55585.0,0.194,0.383,830.0,1.1,0.9
3,14,2,2,40858.0,0.182,0.362,816.0,1.1,0.5
3,14,3,2,26590.0,0.213,0.408,896.0,1.1,0.6
3,14,4,2,66454.0,0.214,0.384,857.0,1.1,0.6
4,14,1,2,35457.0,0.175,0.356,916.0,1.0,0.6
4,14,2,2,25473.0,0.213,0.397,895.0,1.0,0.3
4,14,3,2,17871.0,0.197,0.355,906.0,1.1,0.3
4,14,4,2,43112.0,0.214,0.407,920.0,1.0,1.4
5,14,1,2,68300.0,0.181,0.384,854.0,16.1,0.8
5,14,2,2,52509.0,0.183,0.392,909.0,15.9,1.3
5,14,3,2,39220.0,0.186,0.419,886.0,13.7,1.2
5,14,4,2,89215.0,0.192,0.354,898.0,15.6,1.1
6,14,1,2,57946.0,0.2,0.408,856.0,8.5,1.0
6,14,2,2,38634.0,0.199,0.367,883.0,8.1,1.3
6,14,3,2,28386.0,0.186,0.412,856.0,8.9,0.4
6,14,4,2,82531.0,0.196,0.415,893.0,9.1,0.3
7,14,1,2,46670.0,0.201,0.371,869.0,7.9,0.8
7,14,2,2,31512.0,0.206,0.38,875.0,8.8,0.8
7,14,3,2,22906.0,0.213,0.386,837.0,8.3,1.1
7,14,4,2,54400.0,0.173,0.426,916.0,9.4,0.6
8,14,1,2,58989.0,0.185,0.386,855.0,9.5,1.1
8,14,2,2,41494.0,0.178,0.428,914.0,8.0,1.2
8,14,3,2,31512.0,0.176,0.384,895.0,8.9,0.7
8,14,4,2,84525.0,0.17,0.394,860.0,9.1,1.3
9,14,1,2,41690.0,0.198,0.373,869.0,8.8,1.3
9,14,2,2,26315.0,0.205,0.417,872.0,9.0,1.3
9,14,3,2,18534.0,0.17,0.383,899.0,9.4,0.3
9,14,4,2,50176.0,0.174,0.4,853.0,8.9,0.5
10,14,1,2,45694.0,0.209,0.393,830.0,8.5,0.8
10,14,2,2,33900.0,0.176,0.419,894.0,8.8,0.5
10,14,3,2,24181.0,0.202,0.386,870.0,8.9,0.9
10,14,4,2,56814.0,0.171,0.418,844.0,8.5,1.1
1,15,1,3,53011.0,1.069,0.961,1179.0,2.4,6.0
1,15,2,3,37861.0,0.846,1.055,1087.0,2.5,9.7
1,15,3,3,26836.0,1.05,0.936,1137.0,2.2,6.6
1,15,4,3,73837.0,0.976,0.931,1131.0,2.1,7.4
2,15,1,3,52783.0,0.897,0.959,1163.0,2.5,8.5
2,15,2,3,38142.0,1.061,1.063,1107.0,2.1,7.4
2,15,3,3,25311.0,1.005,1.02,1130.0,2.4,9.5
2,15,4,3,71849.0,0.999,1.02,1175.0,2.1,5.2
3,15,1,3,57316.0,0.408,0.557,1122.0,1.1,1.2
3,15,2,3,45731.0,0.388,0.504,1177.0,1.1,2.6
3,15,3,3,32213.0,0.38,0.564,1104.0,1.3,0.5
3,15,4,3,76175.0,0.347,0.575,1114.0,1.2,0.9
4,15,1,3,38702.0,0.421,0.544,1151.0,1.2,0.5
4,15,2,3,28378.0,0.376,0.479,1056.0,1.2,2.6
4,15,3,3,18825.0,0.399,0.573,1099.0,1.1,0.5
4,15,4,3,48534.0,0.373,0.543,1163.0,1.1,2.3
5,15,1,3,81487.0,0.349,0.576,1076.0,17.2,1.4
5,15,2,3,58710.0,0.398,0.513,1076.0,17.0,0.9
5,15,3,3,42052.0,0.344,0.544,1092.0,15.1,1.0
5,15,4,3,105341.0,0.344,0.567,1101.0,16.9,2.6
6,15,1,3,61549.0,0.392,0.576,1073.0,9.5,1.1
6,15,2,3,46440.0,0.421,0.544,1098.0,8.5,2.5
6,15,3,3,33056.0,0.362,0.576,1132.0,10.1,2.4
6,15,4,3,84748.0,0.342,0.55,1172.0,9.8,0.9
7,15,1,3,45007.0,0.398,0.481,1062.0,8.7,1.7
7,15,2,3,33184.0,0.407,0.497,1122.0,9.6,1.8
7,15,3,3,25789.0,0.398,0.543,1059.0,9.6,1.2
7,15,4,3,63853.0,0.414,0.477,1136.0,8.9,1.7
8,15,1,3,71545.0,0.387,0.557,1150.0,8.5,0.4
8,15,2,3,47069.0,0.361,0.52,1104.0,9.8,1.0
8,15,3,3,35576.0,0.42,0.51,1062.0,9.6,1.8
8,15,4,3,86815.0,0.389,0.552,1110.0,10.1,1.8
9,15,1,3,47466.0,0.403,0.497,1088.0,8.5,2.7
9,15,2,3,32058.0,0.396,0.565,1079.0,8.4,2.5
9,15,3,3,22019.0,0.368,0.478,1101.0,8.5,0.9
9,15,4,3,56330.0,0.339,0.492,1099.0,9.2,0.5
10,15,1,3,51478.0,0.356,0.492,1141.0,8.6,1.4
10,15,2,3,36355.0,0.355,0.567,1152.0,8.4,2.6
10,15,3,3,25861.0,0.372,0.485,1157.0,9.7,1.6
10,15,4,3,66128.0,0.416,0.507,1068.0,9.8,1.0
1,16,1,3,55993.0,0.862,1.008,1050.0,2.3,6.5
1,16,2,3,41552.0,0.931,0.986,1058.0,2.1,2.1
1,16,3,3,29202.0,1.061,0.971,1050.0,2.4,10.2
1,16,4,3,76984.0,1.064,0.873,1180.0,2.2,4.3
2,16,1,3,57942.0,1.035,1.003,1116.0,2.4,9.7
2,16,2,3,37465.0,0.96,0.892,1100.0,2.2,3.7
2,16,3,3,26850.0,0.898,1.024,1051.0,2.2,6.1
2,16,4,3,72175.0,0.941,0.891,1108.0,2.2,4.0
3,16,1,3,62664.0,0.395,0.492,1067.0,1.1,0.9
3,16,2,3,42187.0,0.341,0.56,1110.0,1.0,1.8
3,16,3,3,28595.0,0.409,0.507,1106.0,1.1,0.6
3,16,4,3,77864.0,0.398,0.538,1102.0,1.1,1.1
4,16,1,3,39327.0,0.414,0.558,1160.0,1.1,1.8
4,16,2,3,25970.0,0.429,0.51,1116.0,1.3,2.2
4,16,3,3,20619.0,0.403,0.576,1139.0,1.3,1.9
4,16,4,3,48184.0,0.406,0.578,1146.0,1.1,1.4
5,16,1,3,78332.0,0.411,0.505,1102.0,17.1,0.7
5,16,2,3,53886.0,0.406,0.489,1087.0,15.9,0.9
5,16,3,3,41788.0,0.378,0.571,1068.0,17.6,1.3
5,16,4,3,112379.0,0.344,0.493,1091.0,15.8,1.2
6,16,1,3,63964.0,0.344,0.565,1082.0,9.3,0.6
6,16,2,3,43154.0,0.43,0.537,1148.0,10.1,1.1
6,16,3,3,32835.0,0.348,0.496,1108.0,10.2,1.4
6,16,4,3,82514.0,0.412,0.539,1063.0,10.2,2.3
7,16,1,3,47088.0,0.341,0.505,1091.0,9.8,1.2
7,16,2,3,35751.0,0.348,0.509,1084.0,9.2,2.0
7,16,3,3,23466.0,0.357,0.568,1150.0,8.7,2.0
7,16,4,3,67192.0,0.372,0.477,1051.0,8.8,2.6
8,16,1,3,73975.0,0.419,0.535,1144.0,10.1,0.6
8,16,2,3,49446.0,0.338,0.507,1162.0,9.5,1.8
8,16,3,3,32979.0,0.365,0.545,1121.0,9.4,2.4
8,16,4,3,88298.0,0.363,0.544,1122.0,9.5,1.7
9,16,1,3,47339.0,0.38,0.544,1172.0,8.5,1.6
9,16,2,3,33142.0,0.401,0.482,1087.0,9.4,2.2
9,16,3,3,21558.0,0.368,0.554,1181.0,10.2,1.6
9,16,4,3,59378.0,0.414,0.484,1080.0,9.0,2.6
10,16,1,3,54715.0,0.382,0.523,1132.0,8.6,2.3
10,16,2,3,33679.0,0.365,0.481,1092.0,9.2,1.1
10,16,3,3,24838.0,0.376,0.497,1161.0,9.1,0.5
10,16,4,3,64158.0,0.366,0.495,1104.0,10.1,2.7
1,17,1,3,54593.0,1.015,1.009,1173.0,2.4,3.8
1,17,2,3,40496.0,0.857,0.895,1103.0,2.4,11.0
1,17,3,3,29966.0,0.969,0.889,1120.0,2.5,6.0
1,17,4,3,76913.0,0.999,0.93,1106.0,2.5,9.6
2,17,1,3,51054.0,1.004,0.885,1157.0,2.5,1.8
2,17,2,3,34820.0,1.03,0.985,1056.0,2.4,7.4
2,17,3,3,29025.0,0.852,0.968,1153.0,2.3,11.1
2,17,4,3,75419.0,0.876,0.912,1153.0,2.3,7.2
3,17,1,3,65201.0,0.371,0.552,1137.0,1.2,0.6
3,17,2,3,41465.0,0.413,0.535,1062.0,1.2,2.7
3,17,3,3,32456.0,0.381,0.555,1068.0,1.2,1.0
3,17,4,3,83658.0,0.426,0.492,1151.0,1.2,1.0
4,17,1,3,40756.0,0.385,0.504,1140.0,1.1,2.3
4,17,2,3,26296.0,0.418,0.583,1066.0,1.2,0.6
4,17,3,3,17736.0,0.361,0.522,1084.0,1.1,1.6
4,17,4,3,51568.0,0.363,0.513,1163.0,1.2,1.8
5,17,1,3,80146.0,0.41,0.505,1069.0,15.4,1.3
5,17,2,3,53605.0,0.416,0.491,1080.0,15.5,0.8
5,17,3,3,40691.0,0.349,0.539,1064.0,14.8,2.5
5,17,4,3,109241.0,0.386,0.559,1154.0,16.9,1.1
6,17,1,3,67346.0,0.413,0.513,1077.0,8.9,1.1
6,17,2,3,44986.0,0.397,0.564,1109.0,9.6,1.0
6,17,3,3,34040.0,0.344,0.479,1175.0,8.4,1.4
6,17,4,3,93376.0,0.41,0.502,1069.0,10.2,2.6
7,17,1,3,45589.0,0.398,0.484,1138.0,8.7,2.2
7,17,2,3,36040.0,0.383,0.495,1135.0,9.6,0.9
7,17,3,3,22651.0,0.394,0.565,1165.0,8.5,1.4
7,17,4,3,65494.0,0.422,0.488,1124.0,8.8,1.1
8,17,1,3,67224.0,0.388,0.548,1075.0,9.4,1.3
8,17,2,3,51300.0,0.415,0.534,1182.0,9.8,1.9
8,17,3,3,36982.0,0.388,0.518,1116.0,8.6,1.0
8,17,4,3,84264.0,0.395,0.522,1146.0,9.7,0.4
9,17,1,3,42789.0,0.35,0.493,1136.0,9.8,1.0
9,17,2,3,30252.0,0.372,0.57,1129.0,9.5,2.1
9,17,3,3,23894.0,0.343,0.556,1149.0,9.4,1.6
9,17,4,3,61679.0,0.352,0.55,1055.0,9.8,2.7
10,17,1,3,54834.0,0.426,0.539,1113.0,9.8,2.6
10,17,2,3,35176.0,0.423,0.565,1169.0,9.9,1.7
10,17,3,3,23653.0,0.352,0.57,1117.0,9.0,1.9
10,17,4,3,69266.0,0.356,0.504,1142.0,9.3,1.9
1,18,1,3,62008.0,0.878,0.937,1084.0,2.2,7.6
1,18,2,3,41017.0,1.018,0.955,1145.0,2.5,9.9
1,18,3,3,29268.0,0.878,1.038,1061.0,2.4,7.5
1,18,4,3,79371.0,1.013,1.063,1077.0,2.4,4.8
2,18,1,3,54367.0,0.878,1.045,1109.0,2.2,3.2
2,18,2,3,40366.0,0.976,0.874,1104.0,2.3,9.8
2,18,3,3,25123.0,0.862,1.062,1165.0,2.2,7.3
2,18,4,3,74172.0,0.887,0.98,1097.0,2.3,7.3
3,18,1,3,65409.0,0.42,0.545,1145.0,1.1,1.2
3,18,2,3,43016.0,0.341,0.54,1088.0,1.2,2.0
3,18,3,3,31545.0,0.376,0.514,1129.0,1.1,2.2
3,18,4,3,80023.0,0.414,0.545,1133.0,1.2,1.7
4,18,1,3,37241.0,0.396,0.49,1097.0,1.1,1.6
4,18,2,3,28931.0,0.345,0.527,1068.0,1.1,1.7
4,18,3,3,20443.0,0.38,0.536,1174.0,1.1,2.7
4,18,4,3,46655.0,0.37,0.519,1161.0,1.2,1.8
5,18,1,3,82746.0,0.418,0.48,1133.0,15.2,1.9
5,18,2,3,54370.0,0.344,0.516,1088.0,15.6,0.5
5,18,3,3,43745.0,0.42,0.513,1131.0,16.9,2.6
5,18,4,3,115646.0,0.425,0.576,1109.0,15.2,0.6
6,18,1,3,62555.0,0.387,0.58,1167.0,10.1,0.6
6,18,2,3,49693.0,0.409,0.56,1126.0,9.6,0.8
6,18,3,3,30971.0,0.37,0.542,1159.0,10.0,2.1
6,18,4,3,90906.0,0.381,0.536,1088.0,9.8,1.2
7,18,1,3,49552.0,0.385,0.52,1118.0,9.9,1.4
7,18,2,3,32791.0,0.386,0.541,1155.0,9.3,0.6
7,18,3,3,25838.0,0.38,0.54,1158.0,9.8,1.9
7,18,4,3,66514.0,0.404,0.483,1081.0,9.0,1.6
8,18,1,3,70383.0,0.399,0.527,1102.0,9.7,2.5
8,18,2,3,49082.0,0.399,0.522,1055.0,9.2,1.7
8,18,3,3,34417.0,0.348,0.545,1096.0,10.0,2.4
8,18,4,3,96546.0,0.351,0.487,1159.0,10.2,1.8
9,18,1,3,48331.0,0.358,0.526,1162.0,9.1,1.3
9,18,2,3,29134.0,0.384,0.541,1056.0,8.5,0.8
9,18,3,3,22295.0,0.388,0.533,1096.0,9.1,1.4
9,18,4,3,61386.0,0.362,0.502,1177.0,8.6,1.5
10,18,1,3,54428.0,0.376,0.517,1169.0,10.1,0.8
10,18,2,3,35375.0,0.392,0.499,1173.0,8.6,1.9
10,18,3,3,25666.0,0.378,0.559,1169.0,9.4,1.6
10,18,4,3,65344.0,0.426,0.575,1183.0,9.2,1.6
1,19,1,3,54792.0,0.859,1.018,1107.0,2.3,10.0
1,19,2,3,38798.0,0.957,0.884,1170.0,2.2,9.2
1,19,3,3,30966.0,0.972,0.888,1173.0,2.3,9.5
1,19,4,3,71586.0,0.941,1.035,1145.0,2.1,4.4
2,19,1,3,54329.0,0.932,1.052,1144.0,2.4,2.0
2,19,2,3,38979.0,0.95,0.984,1182.0,2.5,3.3
2,19,3,3,25105.0,0.945,1.043,1097.0,2.4,8.2
2,19,4,3,65970.0,0.852,0.919,1071.0,2.5,6.1
3,19,1,3,60430.0,0.353,0.542,1070.0,1.3,2.2
3,19,2,3,40849.0,0.359,0.525,1180.0,1.2,0.7
3,19,3,3,29448.0,0.426,0.51,1145.0,1.1,2.0
3,19,4,3,76544.0,0.363,0.562,1134.0,1.1,1.6
4,19,1,3,37773.0,0.392,0.524,1077.0,1.1,0.5
4,19,2,3,25834.0,0.387,0.479,1051.0,1.2,2.7
4,19,3,3,20305.0,0.364,0.495,1124.0,1.2,1.0
4,19,4,3,51618.0,0.422,0.53,1094.0,1.3,1.7
5,19,1,3,77603.0,0.36,0.49,1148.0,15.7,1.2
5,19,2,3,60350.0,0.425,0.547,1100.0,17.6,1.4
5,19,3,3,44829.0,0.357,0.48,1054.0,15.8,2.1
5,19,4,3,100554.0,0.359,0.569,1161.0,15.7,0.7
6,19,1,3,70362.0,0.401,0.56,1099.0,9.5,0.5
6,19,2,3,48932.0,0.342,0.495,1156.0,10.2,0.7
6,19,3,3,32012.0,0.346,0.496,1096.0,9.2,1.9
6,19,4,3,79681.0,0.396,0.517,1114.0,9.2,1.2
7,19,1,3,45975.0,0.372,0.51,1149.0,10.0,2.1
7,19,2,3,32800.0,0.414,0.563,1117.0,9.1,1.4
7,19,3,3,23994.0,0.377,0.535,1124.0,9.9,1.9
7,19,4,3,65594.0,0.339,0.578,1128.0,9.8,2.5
8,19,1,3,74795.0,0.39,0.561,1139.0,9.2,2.5
8,19,2,3,46915.0,0.388,0.514,1137.0,9.1,1.8
8,19,3,3,34324.0,0.367,0.556,1060.0,9.4,0.6
8,19,4,3,86068.0,0.406,0.512,1063.0,9.5,0.4
9,19,1,3,45522.0,0.413,0.515,1149.0,9.6,1.4
9,19,2,3,29878.0,0.34,0.557,1118.0,9.8,2.7
9,19,3,3,23767.0,0.422,0.518,1083.0,8.6,1.2
9,19,4,3,61631.0,0.428,0.577,1111.0,9.3,0.6
10,19,1,3,54718.0,0.376,0.524,1089.0,9.1,0.8
10,19,2,3,33874.0,0.369,0.555,1165.0,8.5,2.8
10,19,3,3,27055.0,0.394,0.522,1117.0,9.9,1.0
10,19,4,3,68881.0,0.338,0.534,1126.0,9.0,2.6
1,20,1,3,59870.0,0.934,0.966,1154.0,2.1,10.3
1,20,2,3,38311.0,0.985,0.957,1174.0,2.4,8.1
1,20,3,3,28690.0,0.857,0.898,1106.0,2.3,2.8
1,20,4,3,79407.0,0.923,0.928,1119.0,2.5,11.1
2,20,1,3,54753.0,1.049,0.892,1160.0,2.1,6.9
2,20,2,3,40428.0,0.978,1.015,1088.0,2.5,9.2
2,20,3,3,28245.0,0.849,1.02,1068.0,2.1,10.7
2,20,4,3,69402.0,0.848,0.962,1166.0,2.2,8.8
3,20,1,3,63656.0,0.417,0.55,1174.0,1.1,1.1
3,20,2,3,42194.0,0.351,0.482,1142.0,1.2,2.7
3,20,3,3,30805.0,0.424,0.556,1064.0,1.3,1.7
3,20,4,3,79673.0,0.366,0.521,1072.0,1.2,0.5
4,20,1,3,37723.0,0.388,0.507,1057.0,1.1,2.3
4,20,2,3,27235.0,0.411,0.505,1057.0,1.2,0.8
